"direction","script_name"
"cpp_not_in_db","ChatLogScript"
"cpp_not_in_db","instance_ahnkahet_InstanceScript"
"cpp_not_in_db","instance_arcatraz_InstanceMapScript"
"cpp_not_in_db","instance_auchenai_crypts_InstanceMapScript"
"cpp_not_in_db","instance_azjol_nerub_InstanceScript"
"cpp_not_in_db","instance_baradin_hold_InstanceMapScript"
"cpp_not_in_db","instance_black_temple_InstanceMapScript"
"cpp_not_in_db","instance_blackfathom_deeps_InstanceMapScript"
"cpp_not_in_db","instance_blackrock_depths_InstanceMapScript"
"cpp_not_in_db","instance_blackrock_spireMapScript"
"cpp_not_in_db","instance_blackwing_lair_InstanceMapScript"
"cpp_not_in_db","instance_blood_furnace_InstanceMapScript"
"cpp_not_in_db","instance_culling_of_stratholme_InstanceMapScript"
"cpp_not_in_db","instance_deadmines_InstanceMapScript"
"cpp_not_in_db","instance_dire_maul_InstanceMapScript"
"cpp_not_in_db","instance_drak_tharon_keep_InstanceScript"
"cpp_not_in_db","instance_eye_of_eternity_InstanceMapScript"
"cpp_not_in_db","instance_firelands_InstanceScript"
"cpp_not_in_db","instance_forge_of_souls_InstanceScript"
"cpp_not_in_db","instance_gnomeregan_InstanceMapScript"
"cpp_not_in_db","instance_gruuls_lair_InstanceMapScript"
"cpp_not_in_db","instance_gundrak_InstanceMapScript"
"cpp_not_in_db","instance_halls_of_lightning_InstanceMapScript"
"cpp_not_in_db","instance_halls_of_origination_InstanceMapScript"
"cpp_not_in_db","instance_halls_of_reflection_InstanceMapScript"
"cpp_not_in_db","instance_halls_of_stone_InstanceMapScript"
"cpp_not_in_db","instance_icecrown_citadel_InstanceMapScript"
"cpp_not_in_db","instance_jade_serpent_InstanceScript"
"cpp_not_in_db","instance_karazhan_InstanceMapScript"
"cpp_not_in_db","instance_magisters_terrace_InstanceMapScript"
"cpp_not_in_db","instance_magtheridons_lair_InstanceMapScript"
"cpp_not_in_db","instance_mana_tombs_InstanceMapScript"
"cpp_not_in_db","instance_maraudon_InstanceMapScript"
"cpp_not_in_db","instance_mechanar_InstanceMapScript"
"cpp_not_in_db","instance_molten_core_InstanceMapScript"
"cpp_not_in_db","instance_mount_hyjal_InstanceMapScript"
"cpp_not_in_db","instance_naxxramas_InstanceMapScript"
"cpp_not_in_db","instance_nexus_InstanceMapScript"
"cpp_not_in_db","instance_obsidian_sanctum_InstanceMapScript"
"cpp_not_in_db","instance_oculus_InstanceMapScript"
"cpp_not_in_db","instance_old_hillsbrad_InstanceMapScript"
"cpp_not_in_db","instance_onyxias_lair_InstanceMapScript"
"cpp_not_in_db","instance_pit_of_saron_InstanceScript"
"cpp_not_in_db","instance_ragefire_chasm_InstanceMapScript"
"cpp_not_in_db","instance_ramparts_InstanceMapScript"
"cpp_not_in_db","instance_razorfen_downs_InstanceMapScript"
"cpp_not_in_db","instance_razorfen_kraul_InstanceMapScript"
"cpp_not_in_db","instance_ruby_sanctum_InstanceMapScript"
"cpp_not_in_db","instance_ruins_of_ahnqiraj_InstanceMapScript"
"cpp_not_in_db","instance_scarlet_monastery_InstanceMapScript"
"cpp_not_in_db","instance_serpentshrine_cavern_InstanceMapScript"
"cpp_not_in_db","instance_sethekk_halls_InstanceMapScript"
"cpp_not_in_db","instance_shadow_labyrinth_InstanceMapScript"
"cpp_not_in_db","instance_shadowfang_keep_InstanceMapScript"
"cpp_not_in_db","instance_shattered_halls_InstanceMapScript"
"cpp_not_in_db","instance_steam_vault_InstanceMapScript"
"cpp_not_in_db","instance_stormstout_brewery_InstanceScript"
"cpp_not_in_db","instance_stratholme_InstanceMapScript"
"cpp_not_in_db","instance_sunken_temple_InstanceMapScript"
"cpp_not_in_db","instance_sunwell_plateau_InstanceMapScript"
"cpp_not_in_db","instance_temple_of_ahnqiraj_InstanceMapScript"
"cpp_not_in_db","instance_the_black_morass_InstanceMapScript"
"cpp_not_in_db","instance_the_botanica_InstanceMapScript"
"cpp_not_in_db","instance_the_eye_InstanceMapScript"
"cpp_not_in_db","instance_the_slave_pens_InstanceMapScript"
"cpp_not_in_db","instance_the_stockade_InstanceScript"
"cpp_not_in_db","instance_the_underbog_InstanceMapScript"
"cpp_not_in_db","instance_trial_of_the_champion_InstanceMapScript"
"cpp_not_in_db","instance_trial_of_the_crusader_InstanceMapScript"
"cpp_not_in_db","instance_uldaman_InstanceMapScript"
"cpp_not_in_db","instance_ulduar_InstanceMapScript"
"cpp_not_in_db","instance_utgarde_keep_InstanceMapScript"
"cpp_not_in_db","instance_vault_of_archavon_InstanceMapScript"
"cpp_not_in_db","instance_violet_hold_InstanceMapScript"
"cpp_not_in_db","instance_wailing_caverns_InstanceMapScript"
"cpp_not_in_db","instance_zulaman_InstanceScript"
"cpp_not_in_db","instance_zulfarrak_InstanceMapScript"
"cpp_not_in_db","spell_alexstrasza_bunny_destroy_platform_boom_visual_SpellScript"
"cpp_not_in_db","spell_alexstrasza_bunny_destroy_platform_event_SpellScript"
"cpp_not_in_db","spell_alexstrasza_gift_beam_AuraScript"
"cpp_not_in_db","spell_alexstrasza_gift_beam_visual_AuraScript"
"cpp_not_in_db","spell_algalon_arcane_barrage_SpellScript"
"cpp_not_in_db","spell_algalon_big_bang_SpellScript"
"cpp_not_in_db","spell_algalon_collapse_AuraScript"
"cpp_not_in_db","spell_algalon_cosmic_smash_damage_SpellScript"
"cpp_not_in_db","spell_algalon_cosmic_smash_SpellScript"
"cpp_not_in_db","spell_algalon_phase_punch_AuraScript"
"cpp_not_in_db","spell_algalon_remove_phase_AuraScript"
"cpp_not_in_db","spell_algalon_supermassive_fail_SpellScript"
"cpp_not_in_db","spell_algalon_trigger_3_adds_SpellScript"
"cpp_not_in_db","spell_alysrazor_aggro_closest_SpellScript"
"cpp_not_in_db","spell_alysrazor_cosmetic_egg_xplosion_SpellScript"
"cpp_not_in_db","spell_alysrazor_fieroblast_SpellScript"
"cpp_not_in_db","spell_alysrazor_turn_monstrosity_SpellScript"
"cpp_not_in_db","spell_anhuur_activate_beacons_SpellScript"
"cpp_not_in_db","spell_anhuur_disable_beacon_beams_SpellScript"
"cpp_not_in_db","spell_anhuur_divine_reckoning_AuraScript"
"cpp_not_in_db","spell_anhuur_shield_of_light_SpellScript"
"cpp_not_in_db","spell_anraphet_alpha_beams_SpellScript"
"cpp_not_in_db","spell_anraphet_omega_stance_summon_SpellScript"
"cpp_not_in_db","spell_anubarak_leeching_swarm_AuraScript"
"cpp_not_in_db","spell_arcane_overload_SpellScript"
"cpp_not_in_db","spell_archavon_rock_shards_SpellScript"
"cpp_not_in_db","spell_argaloth_consuming_darkness_SpellScript"
"cpp_not_in_db","spell_argaloth_meteor_slash_SpellScript"
"cpp_not_in_db","spell_assembly_meltdown_SpellScript"
"cpp_not_in_db","spell_assembly_rune_of_summoning_AuraScript"
"cpp_not_in_db","spell_astromancer_wrath_of_the_astromancer_AuraScript"
"cpp_not_in_db","spell_auriaya_sentinel_blast_SpellScript"
"cpp_not_in_db","spell_auriaya_strenght_of_the_pack_SpellScript"
"cpp_not_in_db","spell_auto_repair_SpellScript"
"cpp_not_in_db","spell_baltharus_enervating_brand_trigger_SpellScript"
"cpp_not_in_db","spell_biting_cold_AuraScript"
"cpp_not_in_db","spell_biting_cold_dot_AuraScript"
"cpp_not_in_db","spell_blood_council_shadow_prison_AuraScript"
"cpp_not_in_db","spell_blood_council_shadow_prison_SpellScript"
"cpp_not_in_db","spell_blood_queen_bloodbolt_SpellScript"
"cpp_not_in_db","spell_blood_queen_essence_of_the_blood_queen_AuraScript"
"cpp_not_in_db","spell_blood_queen_frenzied_bloodthirst_AuraScript"
"cpp_not_in_db","spell_blood_queen_pact_of_the_darkfallen_dmg_AuraScript"
"cpp_not_in_db","spell_blood_queen_pact_of_the_darkfallen_dmg_SpellScript"
"cpp_not_in_db","spell_blood_queen_pact_of_the_darkfallen_SpellScript"
"cpp_not_in_db","spell_blood_queen_vampiric_bite_SpellScript"
"cpp_not_in_db","spell_boss_lady_malande_shield_AuraScript"
"cpp_not_in_db","spell_bronjahm_consume_soul_SpellScript"
"cpp_not_in_db","spell_bronjahm_magic_bane_SpellScript"
"cpp_not_in_db","spell_bronjahm_soulstorm_channel_AuraScript"
"cpp_not_in_db","spell_bronjahm_soulstorm_targeting_SpellScript"
"cpp_not_in_db","spell_bronjahm_soulstorm_visual_AuraScript"
"cpp_not_in_db","spell_call_ruby_emerald_amber_drake_SpellScript"
"cpp_not_in_db","spell_capacitus_polarity_charge_SpellScript"
"cpp_not_in_db","spell_capacitus_polarity_shift_SpellScript"
"cpp_not_in_db","spell_close_rift_AuraScript"
"cpp_not_in_db","spell_commander_sarannis_summon_reinforcements_SpellScript"
"cpp_not_in_db","spell_crystal_spike_AuraScript"
"cpp_not_in_db","spell_cultist_dark_martyrdom_SpellScript"
"cpp_not_in_db","spell_deathbringer_blood_link_AuraScript"
"cpp_not_in_db","spell_deathbringer_blood_link_SpellScript"
"cpp_not_in_db","spell_deathbringer_blood_nova_SpellScript"
"cpp_not_in_db","spell_deathbringer_blood_nova_targeting_SpellScript"
"cpp_not_in_db","spell_deathbringer_blood_power_AuraScript"
"cpp_not_in_db","spell_deathbringer_blood_power_SpellScript"
"cpp_not_in_db","spell_deathbringer_boiling_blood_SpellScript"
"cpp_not_in_db","spell_deathbringer_remove_marks_SpellScript"
"cpp_not_in_db","spell_deathbringer_rune_of_blood_SpellScript"
"cpp_not_in_db","spell_deathwhisper_mana_barrier_AuraScript"
"cpp_not_in_db","spell_devourer_of_souls_mirrored_soul_proc_AuraScript"
"cpp_not_in_db","spell_devourer_of_souls_mirrored_soul_SpellScript"
"cpp_not_in_db","spell_devourer_of_souls_mirrored_soul_target_selector_SpellScript"
"cpp_not_in_db","spell_dk_anti_magic_shell_raid_AuraScript"
"cpp_not_in_db","spell_dk_anti_magic_shell_self_AuraScript"
"cpp_not_in_db","spell_dk_anti_magic_zone_AuraScript"
"cpp_not_in_db","spell_dk_blood_gorged_AuraScript"
"cpp_not_in_db","spell_dk_death_coil_SpellScript"
"cpp_not_in_db","spell_dk_death_gate_SpellScript"
"cpp_not_in_db","spell_dk_death_grip_SpellScript"
"cpp_not_in_db","spell_dk_death_pact_SpellScript"
"cpp_not_in_db","spell_dk_death_strike_enabler_AuraScript"
"cpp_not_in_db","spell_dk_death_strike_SpellScript"
"cpp_not_in_db","spell_dk_ghoul_explode_SpellScript"
"cpp_not_in_db","spell_dk_gorefiends_grasp_SpellScript"
"cpp_not_in_db","spell_dk_icebound_fortitude_AuraScript"
"cpp_not_in_db","spell_dk_necrotic_strike_AuraScript"
"cpp_not_in_db","spell_dk_pet_scaling_01_AuraScript"
"cpp_not_in_db","spell_dk_pet_scaling_02_AuraScript"
"cpp_not_in_db","spell_dk_pet_scaling_03_AuraScript"
"cpp_not_in_db","spell_dk_raise_dead_SpellScript"
"cpp_not_in_db","spell_dk_rune_tap_party_SpellScript"
"cpp_not_in_db","spell_dk_rune_weapon_scaling_02_AuraScript"
"cpp_not_in_db","spell_dk_runic_corruption_SpellScript"
"cpp_not_in_db","spell_dk_runic_empowerment_SpellScript"
"cpp_not_in_db","spell_dk_scent_of_blood_AuraScript"
"cpp_not_in_db","spell_dk_scourge_strike_SpellScript"
"cpp_not_in_db","spell_dk_vampiric_blood_AuraScript"
"cpp_not_in_db","spell_dreamwalker_decay_periodic_timer_AuraScript"
"cpp_not_in_db","spell_dreamwalker_mana_void_AuraScript"
"cpp_not_in_db","spell_dreamwalker_nightmare_cloud_AuraScript"
"cpp_not_in_db","spell_dreamwalker_summon_dream_portal_SpellScript"
"cpp_not_in_db","spell_dreamwalker_summon_nightmare_portal_SpellScript"
"cpp_not_in_db","spell_dreamwalker_summon_suppresser_AuraScript"
"cpp_not_in_db","spell_dreamwalker_summon_suppresser_effect_SpellScript"
"cpp_not_in_db","spell_dreamwalker_summoner_SpellScript"
"cpp_not_in_db","spell_dreamwalker_twisted_nightmares_SpellScript"
